2025-04-16 17:08:36,Leszek
2025-04-16 17:08:46,Leszek
2025-04-16 17:13:04,Leszek
2025-04-16 17:15:41,Leszek
2025-04-16 17:17:21,Leszek
2025-04-16 17:19:35,Leszek
2025-04-16 17:28:59,Leszek
2025-04-17 12:25:21,Leszek
2025-04-17 16:27:23,Leszek
2025-04-17 16:27:50,Leszek
2025-04-17 16:35:31,Leszek
2025-04-17 16:41:54,Leszek
2025-04-18 10:29:41,lesze
2025-04-18 10:33:13,lesze
2025-04-18 11:00:05,lesze
2025-04-18 11:01:52,lesze
2025-04-18 11:04:33,lesze
2025-04-18 11:06:12,lesze
2025-04-18 11:06:56,lesze
2025-04-18 11:07:42,lesze
2025-04-18 12:05:03,lesze
2025-04-18 12:08:31,lesze
2025-04-18 12:10:56,lesze
2025-04-18 12:11:49,lesze
2025-04-18 12:12:45,lesze
2025-04-18 12:13:42,lesze
2025-04-18 12:15:08,lesze
2025-04-18 12:15:44,lesze
2025-04-18 12:16:24,lesze
2025-04-18 12:20:04,lesze
2025-04-18 12:22:44,lesze
2025-04-18 12:25:06,lesze
2025-04-18 12:44:05,lesze
2025-04-18 12:45:52,lesze
2025-04-18 12:49:37,lesze
2025-04-18 12:53:25,lesze
2025-04-18 13:26:21,lesze
2025-04-18 13:26:35,lesze
2025-04-18 13:26:52,lesze
2025-04-18 13:27:23,lesze
2025-04-18 13:27:38,lesze
2025-04-18 13:28:12,lesze
2025-04-18 13:29:08,lesze
2025-04-18 13:29:28,lesze
2025-04-18 13:32:44,lesze
2025-04-18 13:33:47,lesze
2025-04-18 13:35:18,lesze
2025-04-18 13:36:01,lesze
2025-04-18 13:36:23,lesze
2025-04-18 13:37:46,lesze
2025-04-18 13:38:34,lesze
2025-04-18 13:39:29,lesze
2025-04-18 13:39:43,lesze
2025-04-18 13:40:33,lesze
2025-04-18 13:48:29,lesze
2025-04-18 13:50:38,lesze
2025-04-18 13:54:04,lesze
2025-04-18 14:15:57,lesze
2025-04-18 14:25:36,lesze
2025-04-18 14:26:33,lesze
2025-04-18 14:26:58,lesze
2025-04-18 14:27:20,lesze
2025-04-18 14:28:08,lesze
2025-04-18 14:28:28,lesze
2025-04-18 14:29:34,lesze
2025-04-18 14:31:26,lesze
2025-04-18 14:32:03,lesze
2025-04-18 14:33:27,lesze
2025-04-18 14:34:03,lesze
2025-04-18 14:34:25,lesze
2025-04-18 14:39:48,lesze
2025-04-18 14:39:59,lesze
2025-04-18 14:42:34,lesze
2025-04-18 14:47:29,lesze
2025-04-18 14:49:23,lesze
2025-04-18 15:51:26,lesze
2025-04-18 19:35:57,lesze
2025-04-18 19:36:26,lesze
2025-04-18 19:39:07,lesze
2025-04-18 19:44:15,lesze
2025-04-18 19:44:59,lesze
2025-04-18 19:46:25,lesze
2025-04-18 19:48:35,lesze
2025-04-18 19:49:41,lesze
2025-04-18 19:52:43,lesze
2025-04-18 19:53:17,lesze
2025-04-18 19:59:44,lesze
2025-04-18 20:00:02,lesze
2025-04-18 20:01:29,lesze
2025-04-18 20:02:46,lesze
2025-04-18 20:03:00,lesze
2025-04-18 20:03:53,lesze
